category_1,category_2,counts,date,week_no
Females,85+,2084,2012-08-17,33
Females,85+,2136,2012-08-24,34
Females,85+,1737,2012-08-31,35
Females,85+,2147,2012-09-07,36
Females,85+,2003,2012-09-14,37
Females,85+,2087,2012-09-21,38
Females,85+,2113,2012-09-28,39
Females,85+,2187,2012-10-05,40
Females,85+,2326,2012-10-12,41
Females,85+,2270,2012-10-19,42
Females,85+,2336,2012-10-26,43
Females,85+,2297,2012-11-02,44
Females,85+,2382,2012-11-09,45
Females,85+,2444,2012-11-16,46
Females,85+,2371,2012-11-23,47
Females,85+,2247,2012-11-30,48
Females,85+,2404,2012-12-07,49
Females,85+,2529,2012-12-14,50
Females,85+,2930,2012-12-21,51
Females,85+,2183,2012-12-28,52
Region,North East,520,2012-01-06,1
Region,North East,611,2012-01-13,2
Region,North East,546,2012-01-20,3
Region,North East,556,2012-01-27,4
Region,North East,507,2012-02-03,5
Region,North East,493,2012-02-10,6
Region,North East,533,2012-02-17,7
Region,North East,563,2012-02-24,8
Region,North East,504,2012-03-02,9
Region,North East,533,2012-03-09,10
Region,North East,478,2012-03-16,11
Region,North East,507,2012-03-23,12
Region,North East,487,2012-03-30,13
Region,North East,450,2012-04-06,14
Region,North East,512,2012-04-13,15
Region,North East,584,2012-04-20,16
Region,North East,556,2012-04-27,17
Region,North East,538,2012-05-04,18
Region,North East,441,2012-05-11,19
Region,North East,505,2012-05-18,20
Region,North East,505,2012-05-25,21
Region,North East,514,2012-06-01,22
Region,North East,362,2012-06-08,23
Region,North East,539,2012-06-15,24
Region,North East,482,2012-06-22,25
Region,North East,508,2012-06-29,26
Region,North East,478,2012-07-06,27
Region,North East,441,2012-07-13,28
Region,North East,459,2012-07-20,29
Region,North East,496,2012-07-27,30
Region,North East,480,2012-08-03,31
Region,North East,469,2012-08-10,32
Region,North East,452,2012-08-17,33
Region,North East,460,2012-08-24,34
Region,North East,397,2012-08-31,35
Region,North East,450,2012-09-07,36
Region,North East,475,2012-09-14,37
Region,North East,518,2012-09-21,38
Region,North East,468,2012-09-28,39
Region,North East,471,2012-10-05,40
Region,North East,467,2012-10-12,41
Region,North East,510,2012-10-19,42
Region,North East,503,2012-10-26,43
Region,North East,459,2012-11-02,44
Region,North East,459,2012-11-09,45
Region,North East,507,2012-11-16,46
Region,North East,550,2012-11-23,47
Region,North East,539,2012-11-30,48
Region,North East,492,2012-12-07,49
Region,North East,543,2012-12-14,50
Region,North East,584,2012-12-21,51
Region,North East,421,2012-12-28,52
Region,North West,1442,2012-01-06,1
Region,North West,1452,2012-01-13,2
Region,North West,1429,2012-01-20,3
Region,North West,1377,2012-01-27,4
Region,North West,1382,2012-02-03,5
Region,North West,1354,2012-02-10,6
Region,North West,1430,2012-02-17,7
Region,North West,1465,2012-02-24,8
Region,North West,1417,2012-03-02,9
Region,North West,1419,2012-03-09,10
Region,North West,1300,2012-03-16,11
Region,North West,1315,2012-03-23,12
Region,North West,1363,2012-03-30,13
Region,North West,1181,2012-04-06,14
Region,North West,1445,2012-04-13,15
Region,North West,1496,2012-04-20,16
Region,North West,1306,2012-04-27,17
Region,North West,1392,2012-05-04,18
Region,North West,1255,2012-05-11,19
Region,North West,1347,2012-05-18,20
Region,North West,1383,2012-05-25,21
Region,North West,1310,2012-06-01,22
Region,North West,984,2012-06-08,23
Region,North West,1360,2012-06-15,24
Region,North West,1255,2012-06-22,25
Region,North West,1203,2012-06-29,26
Region,North West,1184,2012-07-06,27
Region,North West,1218,2012-07-13,28
Region,North West,1217,2012-07-20,29
Region,North West,1204,2012-07-27,30
Region,North West,1212,2012-08-03,31
Region,North West,1215,2012-08-10,32
Region,North West,1138,2012-08-17,33
Region,North West,1211,2012-08-24,34
Region,North West,1075,2012-08-31,35
Region,North West,1233,2012-09-07,36
Region,North West,1178,2012-09-14,37
Region,North West,1268,2012-09-21,38
Region,North West,1223,2012-09-28,39
Region,North West,1299,2012-10-05,40
Region,North West,1298,2012-10-12,41
Region,North West,1277,2012-10-19,42
Region,North West,1355,2012-10-26,43
Region,North West,1348,2012-11-02,44
Region,North West,1348,2012-11-09,45
Region,North West,1370,2012-11-16,46
Region,North West,1276,2012-11-23,47
Region,North West,1236,2012-11-30,48
Region,North West,1321,2012-12-07,49
Region,North West,1330,2012-12-14,50
Region,North West,1433,2012-12-21,51
Region,North West,1174,2012-12-28,52
Region,Yorkshire and The Humber,1069,2012-01-06,1
Region,Yorkshire and The Humber,1150,2012-01-13,2
Region,Yorkshire and The Humber,1093,2012-01-20,3
Region,Yorkshire and The Humber,1074,2012-01-27,4
Region,Yorkshire and The Humber,1010,2012-02-03,5
Region,Yorkshire and The Humber,1039,2012-02-10,6
Region,Yorkshire and The Humber,1037,2012-02-17,7
Region,Yorkshire and The Humber,1086,2012-02-24,8
Region,Yorkshire and The Humber,1085,2012-03-02,9
Region,Yorkshire and The Humber,1006,2012-03-09,10
Region,Yorkshire and The Humber,1031,2012-03-16,11
Region,Yorkshire and The Humber,985,2012-03-23,12
Region,Yorkshire and The Humber,892,2012-03-30,13
Region,Yorkshire and The Humber,827,2012-04-06,14
Region,Yorkshire and The Humber,969,2012-04-13,15
Region,Yorkshire and The Humber,1034,2012-04-20,16
Region,Yorkshire and The Humber,1024,2012-04-27,17
Region,Yorkshire and The Humber,964,2012-05-04,18
Region,Yorkshire and The Humber,820,2012-05-11,19
Region,Yorkshire and The Humber,1012,2012-05-18,20
Region,Yorkshire and The Humber,933,2012-05-25,21
Region,Yorkshire and The Humber,978,2012-06-01,22
Region,Yorkshire and The Humber,714,2012-06-08,23
Region,Yorkshire and The Humber,1000,2012-06-15,24
Region,Yorkshire and The Humber,861,2012-06-22,25
Region,Yorkshire and The Humber,894,2012-06-29,26
Region,Yorkshire and The Humber,923,2012-07-06,27
Region,Yorkshire and The Humber,828,2012-07-13,28
Region,Yorkshire and The Humber,889,2012-07-20,29
Region,Yorkshire and The Humber,937,2012-07-27,30
Region,Yorkshire and The Humber,844,2012-08-03,31
Region,Yorkshire and The Humber,871,2012-08-10,32
Region,Yorkshire and The Humber,872,2012-08-17,33
Region,Yorkshire and The Humber,917,2012-08-24,34
Region,Yorkshire and The Humber,793,2012-08-31,35
Region,Yorkshire and The Humber,853,2012-09-07,36
Region,Yorkshire and The Humber,940,2012-09-14,37
Region,Yorkshire and The Humber,882,2012-09-21,38
Region,Yorkshire and The Humber,891,2012-09-28,39
Region,Yorkshire and The Humber,858,2012-10-05,40
Region,Yorkshire and The Humber,940,2012-10-12,41
Region,Yorkshire and The Humber,901,2012-10-19,42
Region,Yorkshire and The Humber,948,2012-10-26,43
Region,Yorkshire and The Humber,928,2012-11-02,44
Region,Yorkshire and The Humber,928,2012-11-09,45
Region,Yorkshire and The Humber,954,2012-11-16,46
Region,Yorkshire and The Humber,1017,2012-11-23,47
Region,Yorkshire and The Humber,929,2012-11-30,48
Region,Yorkshire and The Humber,897,2012-12-07,49
Region,Yorkshire and The Humber,1017,2012-12-14,50
Region,Yorkshire and The Humber,977,2012-12-21,51
Region,Yorkshire and The Humber,845,2012-12-28,52
Region,East Midlands,852,2012-01-06,1
Region,East Midlands,922,2012-01-13,2
Region,East Midlands,869,2012-01-20,3
Region,East Midlands,871,2012-01-27,4
Region,East Midlands,856,2012-02-03,5
Region,East Midlands,890,2012-02-10,6
Region,East Midlands,857,2012-02-17,7
Region,East Midlands,935,2012-02-24,8
Region,East Midlands,868,2012-03-02,9
Region,East Midlands,856,2012-03-09,10
Region,East Midlands,867,2012-03-16,11
Region,East Midlands,804,2012-03-23,12
Region,East Midlands,830,2012-03-30,13
Region,East Midlands,739,2012-04-06,14
Region,East Midlands,829,2012-04-13,15
Region,East Midlands,913,2012-04-20,16
Region,East Midlands,879,2012-04-27,17
Region,East Midlands,852,2012-05-04,18
Region,East Midlands,786,2012-05-11,19
Region,East Midlands,805,2012-05-18,20
Region,East Midlands,747,2012-05-25,21
Region,East Midlands,783,2012-06-01,22
Region,East Midlands,557,2012-06-08,23
Region,East Midlands,853,2012-06-15,24
Region,East Midlands,757,2012-06-22,25
Region,East Midlands,810,2012-06-29,26
Region,East Midlands,738,2012-07-06,27
Region,East Midlands,738,2012-07-13,28
Region,East Midlands,730,2012-07-20,29
Region,East Midlands,718,2012-07-27,30
Region,East Midlands,767,2012-08-03,31
Region,East Midlands,746,2012-08-10,32
Region,East Midlands,707,2012-08-17,33
Region,East Midlands,749,2012-08-24,34
Region,East Midlands,634,2012-08-31,35
Region,East Midlands,764,2012-09-07,36
Region,East Midlands,735,2012-09-14,37
Region,East Midlands,725,2012-09-21,38
Region,East Midlands,712,2012-09-28,39
Region,East Midlands,714,2012-10-05,40
Region,East Midlands,765,2012-10-12,41
Region,East Midlands,791,2012-10-19,42
Region,East Midlands,794,2012-10-26,43
Region,East Midlands,753,2012-11-02,44
Region,East Midlands,753,2012-11-09,45
Region,East Midlands,763,2012-11-16,46
Region,East Midlands,836,2012-11-23,47
Region,East Midlands,794,2012-11-30,48
Region,East Midlands,765,2012-12-07,49
Region,East Midlands,827,2012-12-14,50
Region,East Midlands,869,2012-12-21,51
Region,East Midlands,696,2012-12-28,52
Region,West Midlands,1002,2012-01-06,1
Region,West Midlands,1165,2012-01-13,2
Region,West Midlands,1038,2012-01-20,3
Region,West Midlands,1077,2012-01-27,4
Region,West Midlands,1046,2012-02-03,5
Region,West Midlands,1043,2012-02-10,6
Region,West Midlands,1015,2012-02-17,7
Region,West Midlands,1086,2012-02-24,8
Region,West Midlands,1128,2012-03-02,9
Region,West Midlands,1099,2012-03-09,10
Region,West Midlands,985,2012-03-16,11
Region,West Midlands,961,2012-03-23,12
Region,West Midlands,935,2012-03-30,13
Region,West Midlands,827,2012-04-06,14
Region,West Midlands,972,2012-04-13,15
Region,West Midlands,1136,2012-04-20,16
Region,West Midlands,1051,2012-04-27,17
Region,West Midlands,1070,2012-05-04,18
Region,West Midlands,876,2012-05-11,19
Region,West Midlands,1090,2012-05-18,20
Region,West Midlands,965,2012-05-25,21
Region,West Midlands,945,2012-06-01,22
Region,West Midlands,647,2012-06-08,23
Region,West Midlands,1116,2012-06-15,24
Region,West Midlands,960,2012-06-22,25
Region,West Midlands,896,2012-06-29,26
Region,West Midlands,927,2012-07-06,27
Region,West Midlands,898,2012-07-13,28
Region,West Midlands,909,2012-07-20,29
Region,West Midlands,896,2012-07-27,30
Region,West Midlands,868,2012-08-03,31
Region,West Midlands,935,2012-08-10,32
Region,West Midlands,909,2012-08-17,33
Region,West Midlands,937,2012-08-24,34
Region,West Midlands,812,2012-08-31,35
Region,West Midlands,954,2012-09-07,36
Region,West Midlands,897,2012-09-14,37
Region,West Midlands,878,2012-09-21,38
Region,West Midlands,902,2012-09-28,39
Region,West Midlands,914,2012-10-05,40
Region,West Midlands,965,2012-10-12,41
Region,West Midlands,883,2012-10-19,42
Region,West Midlands,990,2012-10-26,43
Region,West Midlands,951,2012-11-02,44
Region,West Midlands,951,2012-11-09,45
Region,West Midlands,1000,2012-11-16,46
Region,West Midlands,1022,2012-11-23,47
Region,West Midlands,999,2012-11-30,48
Region,West Midlands,958,2012-12-07,49
Region,West Midlands,1014,2012-12-14,50
Region,West Midlands,1085,2012-12-21,51
Region,West Midlands,792,2012-12-28,52
Region,East,1127,2012-01-06,1
Region,East,1189,2012-01-13,2
Region,East,1050,2012-01-20,3
Region,East,1047,2012-01-27,4
Region,East,1105,2012-02-03,5
Region,East,1088,2012-02-10,6
Region,East,1102,2012-02-17,7
Region,East,1204,2012-02-24,8
Region,East,1182,2012-03-02,9
Region,East,1155,2012-03-09,10
Region,East,1065,2012-03-16,11
Region,East,1094,2012-03-23,12
Region,East,1036,2012-03-30,13
Region,East,880,2012-04-06,14
Region,East,1097,2012-04-13,15
Region,East,1153,2012-04-20,16
Region,East,1108,2012-04-27,17
Region,East,1066,2012-05-04,18
Region,East,950,2012-05-11,19
Region,East,1027,2012-05-18,20
Region,East,1007,2012-05-25,21
Region,East,1026,2012-06-01,22
Region,East,660,2012-06-08,23
Region,East,1082,2012-06-15,24
Region,East,942,2012-06-22,25
Region,East,931,2012-06-29,26
Region,East,975,2012-07-06,27
Region,East,944,2012-07-13,28
Region,East,815,2012-07-20,29
Region,East,930,2012-07-27,30
Region,East,964,2012-08-03,31
Region,East,889,2012-08-10,32
Region,East,962,2012-08-17,33
Region,East,1001,2012-08-24,34
Region,East,790,2012-08-31,35
Region,East,933,2012-09-07,36
Region,East,858,2012-09-14,37
Region,East,893,2012-09-21,38
Region,East,918,2012-09-28,39
Region,East,920,2012-10-05,40
Region,East,987,2012-10-12,41
Region,East,1018,2012-10-19,42
Region,East,970,2012-10-26,43
Region,East,973,2012-11-02,44
Region,East,973,2012-11-09,45
Region,East,1007,2012-11-16,46
Region,East,1011,2012-11-23,47
Region,East,1059,2012-11-30,48
Region,East,971,2012-12-07,49
Region,East,1003,2012-12-14,50
Region,East,1062,2012-12-21,51
Region,East,809,2012-12-28,52
Region,London,1096,2012-01-06,1
Region,London,1099,2012-01-13,2
Region,London,974,2012-01-20,3
Region,London,993,2012-01-27,4
Region,London,1020,2012-02-03,5
Region,London,1032,2012-02-10,6
Region,London,1127,2012-02-17,7
Region,London,1159,2012-02-24,8
Region,London,1149,2012-03-02,9
Region,London,1002,2012-03-09,10
Region,London,1002,2012-03-16,11
Region,London,941,2012-03-23,12
Region,London,935,2012-03-30,13
Region,London,817,2012-04-06,14
Region,London,967,2012-04-13,15
Region,London,977,2012-04-20,16
Region,London,942,2012-04-27,17
Region,London,903,2012-05-04,18
Region,London,844,2012-05-11,19
Region,London,907,2012-05-18,20
Region,London,924,2012-05-25,21
Region,London,888,2012-06-01,22
Region,London,663,2012-06-08,23
Region,London,961,2012-06-15,24
Region,London,827,2012-06-22,25
Region,London,835,2012-06-29,26
Region,London,796,2012-07-06,27
Region,London,865,2012-07-13,28
Region,London,827,2012-07-20,29
Region,London,872,2012-07-27,30
Region,London,829,2012-08-03,31
Region,London,808,2012-08-10,32
Region,London,807,2012-08-17,33
Region,London,844,2012-08-24,34
Region,London,734,2012-08-31,35
Region,London,829,2012-09-07,36
Region,London,799,2012-09-14,37
Region,London,811,2012-09-21,38
Region,London,830,2012-09-28,39
Region,London,855,2012-10-05,40
Region,London,887,2012-10-12,41
Region,London,897,2012-10-19,42
Region,London,920,2012-10-26,43
Region,London,898,2012-11-02,44
Region,London,898,2012-11-09,45
Region,London,926,2012-11-16,46
Region,London,987,2012-11-23,47
Region,London,956,2012-11-30,48
Region,London,901,2012-12-07,49
Region,London,899,2012-12-14,50
Region,London,986,2012-12-21,51
Region,London,792,2012-12-28,52
Region,South East,1584,2012-01-06,1
Region,South East,1836,2012-01-13,2
Region,South East,1652,2012-01-20,3
Region,South East,1569,2012-01-27,4
Region,South East,1507,2012-02-03,5
Region,South East,1597,2012-02-10,6
Region,South East,1668,2012-02-17,7
Region,South East,1787,2012-02-24,8
Region,South East,1738,2012-03-02,9
Region,South East,1652,2012-03-09,10
Region,South East,1645,2012-03-16,11
Region,South East,1545,2012-03-23,12
Region,South East,1516,2012-03-30,13
Region,South East,1326,2012-04-06,14
Region,South East,1488,2012-04-13,15
Region,South East,1673,2012-04-20,16
Region,South East,1597,2012-04-27,17
Region,South East,1487,2012-05-04,18
Region,South East,1378,2012-05-11,19
Region,South East,1457,2012-05-18,20
Region,South East,1497,2012-05-25,21
Region,South East,1478,2012-06-01,22
Region,South East,953,2012-06-08,23
Region,South East,1515,2012-06-15,24
Region,South East,1441,2012-06-22,25
Region,South East,1297,2012-06-29,26
Region,South East,1365,2012-07-06,27
Region,South East,1254,2012-07-13,28
Region,South East,1311,2012-07-20,29
Region,South East,1291,2012-07-27,30
Region,South East,1401,2012-08-03,31
Region,South East,1336,2012-08-10,32
Region,South East,1335,2012-08-17,33
Region,South East,1342,2012-08-24,34
Region,South East,1088,2012-08-31,35
Region,South East,1304,2012-09-07,36
Region,South East,1319,2012-09-14,37
Region,South East,1305,2012-09-21,38
Region,South East,1343,2012-09-28,39
Region,South East,1455,2012-10-05,40
Region,South East,1475,2012-10-12,41
Region,South East,1443,2012-10-19,42
Region,South East,1480,2012-10-26,43
Region,South East,1393,2012-11-02,44
Region,South East,1393,2012-11-09,45
Region,South East,1539,2012-11-16,46
Region,South East,1496,2012-11-23,47
Region,South East,1483,2012-11-30,48
Region,South East,1415,2012-12-07,49
Region,South East,1492,2012-12-14,50
Region,South East,1610,2012-12-21,51
Region,South East,1179,2012-12-28,52
Region,South West,1139,2012-01-06,1
Region,South West,1177,2012-01-13,2
Region,South West,1088,2012-01-20,3
Region,South West,1095,2012-01-27,4
Region,South West,1083,2012-02-03,5
Region,South West,1116,2012-02-10,6
Region,South West,1117,2012-02-17,7
Region,South West,1148,2012-02-24,8
Region,South West,1171,2012-03-02,9
Region,South West,1089,2012-03-09,10
Region,South West,1043,2012-03-16,11
Region,South West,1052,2012-03-23,12
Region,South West,1029,2012-03-30,13
Region,South West,857,2012-04-06,14
Region,South West,1030,2012-04-13,15
Region,South West,1183,2012-04-20,16
Region,South West,1092,2012-04-27,17
Region,South West,1051,2012-05-04,18
Region,South West,909,2012-05-11,19
Region,South West,1094,2012-05-18,20
Region,South West,1019,2012-05-25,21
Region,South West,1051,2012-06-01,22
Region,South West,733,2012-06-08,23
Region,South West,1090,2012-06-15,24
Region,South West,950,2012-06-22,25
Region,South West,955,2012-06-29,26
Region,South West,933,2012-07-06,27
Region,South West,973,2012-07-13,28
Region,South West,943,2012-07-20,29
Region,South West,946,2012-07-27,30
Region,South West,971,2012-08-03,31
Region,South West,968,2012-08-10,32
Region,South West,962,2012-08-17,33
Region,South West,936,2012-08-24,34
Region,South West,793,2012-08-31,35
Region,South West,974,2012-09-07,36
Region,South West,902,2012-09-14,37
Region,South West,997,2012-09-21,38
Region,South West,942,2012-09-28,39
Region,South West,997,2012-10-05,40
Region,South West,1022,2012-10-12,41
Region,South West,1003,2012-10-19,42
Region,South West,1001,2012-10-26,43
Region,South West,998,2012-11-02,44
Region,South West,998,2012-11-09,45
Region,South West,1015,2012-11-16,46
Region,South West,1074,2012-11-23,47
Region,South West,1031,2012-11-30,48
Region,South West,983,2012-12-07,49
Region,South West,1048,2012-12-14,50
Region,South West,1017,2012-12-21,51
Region,South West,821,2012-12-28,52
Region,Wales,660,2012-01-06,1
Region,Wales,707,2012-01-13,2
Region,Wales,635,2012-01-20,3
Region,Wales,644,2012-01-27,4
Region,Wales,586,2012-02-03,5
Region,Wales,622,2012-02-10,6
Region,Wales,628,2012-02-17,7
Region,Wales,630,2012-02-24,8
Region,Wales,668,2012-03-02,9
Region,Wales,679,2012-03-09,10
Region,Wales,610,2012-03-16,11
Region,Wales,637,2012-03-23,12
Region,Wales,593,2012-03-30,13
Region,Wales,596,2012-04-06,14
Region,Wales,662,2012-04-13,15
Region,Wales,644,2012-04-20,16
Region,Wales,655,2012-04-27,17
Region,Wales,609,2012-05-04,18
Region,Wales,590,2012-05-11,19
Region,Wales,636,2012-05-18,20
Region,Wales,603,2012-05-25,21
Region,Wales,605,2012-06-01,22
Region,Wales,489,2012-06-08,23
Region,Wales,630,2012-06-15,24
Region,Wales,559,2012-06-22,25
Region,Wales,509,2012-06-29,26
Region,Wales,573,2012-07-06,27
Region,Wales,572,2012-07-13,28
Region,Wales,567,2012-07-20,29
Region,Wales,558,2012-07-27,30
Region,Wales,576,2012-08-03,31
Region,Wales,548,2012-08-10,32
Region,Wales,604,2012-08-17,33
Region,Wales,553,2012-08-24,34
Region,Wales,478,2012-08-31,35
Region,Wales,534,2012-09-07,36
Region,Wales,511,2012-09-14,37
Region,Wales,538,2012-09-21,38
Region,Wales,615,2012-09-28,39
Region,Wales,561,2012-10-05,40
Region,Wales,613,2012-10-12,41
Region,Wales,543,2012-10-19,42
Region,Wales,574,2012-10-26,43
Region,Wales,609,2012-11-02,44
Region,Wales,609,2012-11-09,45
Region,Wales,586,2012-11-16,46
Region,Wales,608,2012-11-23,47
Region,Wales,629,2012-11-30,48
Region,Wales,668,2012-12-07,49
Region,Wales,650,2012-12-14,50
Region,Wales,744,2012-12-21,51
Region,Wales,552,2012-12-28,52
Total deaths,all ages,11620,2013-01-04,1
Total deaths,all ages,12541,2013-01-11,2
Total deaths,all ages,11075,2013-01-18,3
Total deaths,all ages,11262,2013-01-25,4
Total deaths,all ages,11314,2013-02-01,5
Total deaths,all ages,11044,2013-02-08,6
Total deaths,all ages,11030,2013-02-15,7
Total deaths,all ages,10850,2013-02-22,8
Total deaths,all ages,10783,2013-03-01,9
Total deaths,all ages,11245,2013-03-08,10
Total deaths,all ages,11180,2013-03-15,11
Total deaths,all ages,11075,2013-03-22,12
Total deaths,all ages,9280,2013-03-29,13
Total deaths,all ages,10890,2013-04-05,14
Total deaths,all ages,12147,2013-04-12,15
Total deaths,all ages,11752,2013-04-19,16
Total deaths,all ages,10625,2013-04-26,17
Total deaths,all ages,10169,2013-05-03,18
Total deaths,all ages,8814,2013-05-10,19
Total deaths,all ages,9847,2013-05-17,20
Total deaths,all ages,9530,2013-05-24,21
Total deaths,all ages,8333,2013-05-31,22
Total deaths,all ages,9482,2013-06-07,23
Total deaths,all ages,8869,2013-06-14,24
Total deaths,all ages,8904,2013-06-21,25
Total deaths,all ages,8589,2013-06-28,26
Total deaths,all ages,8790,2013-07-05,27
Total deaths,all ages,8533,2013-07-12,28
Total deaths,all ages,8790,2013-07-19,29
Total deaths,all ages,8476,2013-07-26,30
Total deaths,all ages,8159,2013-08-02,31
Total deaths,all ages,8280,2013-08-09,32
Total deaths,all ages,8231,2013-08-16,33
Total deaths,all ages,8579,2013-08-23,34
Total deaths,all ages,7688,2013-08-30,35
Total deaths,all ages,8905,2013-09-06,36
Total deaths,all ages,8347,2013-09-13,37
Total deaths,all ages,8635,2013-09-20,38
Total deaths,all ages,9155,2013-09-27,39
Total deaths,all ages,9191,2013-10-04,40
Total deaths,all ages,8939,2013-10-11,41
Total deaths,all ages,9237,2013-10-18,42
Total deaths,all ages,9236,2013-10-25,43
Total deaths,all ages,9107,2013-11-01,44
Total deaths,all ages,9449,2013-11-08,45
Total deaths,all ages,9583,2013-11-15,46
Total deaths,all ages,9587,2013-11-22,47
Total deaths,all ages,9636,2013-11-29,48
Total deaths,all ages,9908,2013-12-06,49
Total deaths,all ages,10033,2013-12-13,50
Total deaths,all ages,10335,2013-12-20,51
Total deaths,all ages,6606,2013-12-27,52
Total deaths,average of same week over 5 years,12378.8,2013-01-04,1
Total deaths,average of same week over 5 years,12881.4,2013-01-11,2
Total deaths,average of same week over 5 years,11734.8,2013-01-18,3
Total deaths,average of same week over 5 years,11028.2,2013-01-25,4
Total deaths,average of same week over 5 years,10481.4,2013-02-01,5
Total deaths,average of same week over 5 years,10217.4,2013-02-08,6
Total deaths,average of same week over 5 years,10210.8,2013-02-15,7
Total deaths,average of same week over 5 years,10272.4,2013-02-22,8
Total deaths,average of same week over 5 years,10115.2,2013-03-01,9
Total deaths,average of same week over 5 years,9980.2,2013-03-08,10
Total deaths,average of same week over 5 years,9881,2013-03-15,11
Total deaths,average of same week over 5 years,9432.6,2013-03-22,12
Total deaths,average of same week over 5 years,9348.6,2013-03-29,13
Total deaths,average of same week over 5 years,9667.6,2013-04-05,14
Total deaths,average of same week over 5 years,9620.2,2013-04-12,15
Total deaths,average of same week over 5 years,9707.8,2013-04-19,16
Total deaths,average of same week over 5 years,9515,2013-04-26,17
Total deaths,average of same week over 5 years,9479.2,2013-05-03,18
Total deaths,average of same week over 5 years,9096,2013-05-10,19
Total deaths,average of same week over 5 years,9345,2013-05-17,20
Total deaths,average of same week over 5 years,9311.2,2013-05-24,21
Total deaths,average of same week over 5 years,8460.2,2013-05-31,22
Total deaths,average of same week over 5 years,8723.6,2013-06-07,23
Total deaths,average of same week over 5 years,9060.4,2013-06-14,24
Total deaths,average of same week over 5 years,8770.2,2013-06-21,25
Total deaths,average of same week over 5 years,8759.4,2013-06-28,26
Total deaths,average of same week over 5 years,8749.2,2013-07-05,27
Total deaths,average of same week over 5 years,8546,2013-07-12,28
Total deaths,average of same week over 5 years,8453.8,2013-07-19,29
Total deaths,average of same week over 5 years,8542.8,2013-07-26,30
Total deaths,average of same week over 5 years,8644.4,2013-08-02,31
Total deaths,average of same week over 5 years,8533,2013-08-09,32
Total deaths,average of same week over 5 years,8565.2,2013-08-16,33
Total deaths,average of same week over 5 years,8620.4,2013-08-23,34
Total deaths,average of same week over 5 years,7809.2,2013-08-30,35
Total deaths,average of same week over 5 years,8612.6,2013-09-06,36
Total deaths,average of same week over 5 years,8661.6,2013-09-13,37
Total deaths,average of same week over 5 years,8674.4,2013-09-20,38
Total deaths,average of same week over 5 years,8866.2,2013-09-27,39
Total deaths,average of same week over 5 years,8961.8,2013-10-04,40
Total deaths,average of same week over 5 years,9127,2013-10-11,41
Total deaths,average of same week over 5 years,9165.4,2013-10-18,42
Total deaths,average of same week over 5 years,9331.6,2013-10-25,43
Total deaths,average of same week over 5 years,9474,2013-11-01,44
Total deaths,average of same week over 5 years,9511.6,2013-11-08,45
Total deaths,average of same week over 5 years,9591.2,2013-11-15,46
Total deaths,average of same week over 5 years,9542.8,2013-11-22,47
Total deaths,average of same week over 5 years,9434.2,2013-11-29,48
Total deaths,average of same week over 5 years,10195.8,2013-12-06,49
Total deaths,average of same week over 5 years,10584.4,2013-12-13,50
Total deaths,average of same week over 5 years,11308,2013-12-20,51
Total deaths,average of same week over 5 years,8686.8,2013-12-27,52
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,2235,2013-01-04,1
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,2508,2013-01-11,2
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,2015,2013-01-18,3
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1903,2013-01-25,4
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1939,2013-02-01,5
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1831,2013-02-08,6
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1863,2013-02-15,7
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1834,2013-02-22,8
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1851,2013-03-01,9
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1981,2013-03-08,10
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,2054,2013-03-15,11
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1893,2013-03-22,12
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1588,2013-03-29,13
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1938,2013-04-05,14
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,2138,2013-04-12,15
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,2046,2013-04-19,16
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1667,2013-04-26,17
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1519,2013-05-03,18
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1263,2013-05-10,19
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1421,2013-05-17,20
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1262,2013-05-24,21
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1098,2013-05-31,22
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1291,2013-06-07,23
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1131,2013-06-14,24
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1158,2013-06-21,25
All respiratory diseases (ICD-10 J00-J99) ICD-10,v 2010,1108,2013-06-28,26
