category_1,category_2,counts,date,week_no
Males,01-14,17,2010-10-08,40
Males,01-14,18,2010-10-15,41
Males,01-14,15,2010-10-22,42
Males,01-14,10,2010-10-29,43
Males,01-14,15,2010-11-05,44
Males,01-14,12,2010-11-12,45
Males,01-14,7,2010-11-19,46
Males,01-14,12,2010-11-26,47
Males,01-14,14,2010-12-03,48
Males,01-14,15,2010-12-10,49
Males,01-14,12,2010-12-17,50
Males,01-14,15,2010-12-24,51
Males,01-14,13,2010-12-31,52
Males,15-44,184,2010-01-08,1
Males,15-44,214,2010-01-15,2
Males,15-44,219,2010-01-22,3
Males,15-44,222,2010-01-29,4
Males,15-44,203,2010-02-05,5
Males,15-44,200,2010-02-12,6
Males,15-44,216,2010-02-19,7
Males,15-44,222,2010-02-26,8
Males,15-44,235,2010-03-05,9
Males,15-44,214,2010-03-12,10
Males,15-44,189,2010-03-19,11
Males,15-44,185,2010-03-26,12
Males,15-44,144,2010-04-02,13
Males,15-44,176,2010-04-09,14
Males,15-44,196,2010-04-16,15
Males,15-44,229,2010-04-23,16
Males,15-44,220,2010-04-30,17
Males,15-44,148,2010-05-07,18
Males,15-44,217,2010-05-14,19
Males,15-44,232,2010-05-21,20
Males,15-44,221,2010-05-28,21
Males,15-44,155,2010-06-04,22
Males,15-44,197,2010-06-11,23
Males,15-44,189,2010-06-18,24
Males,15-44,211,2010-06-25,25
Males,15-44,179,2010-07-02,26
Males,15-44,207,2010-07-09,27
Males,15-44,197,2010-07-16,28
Males,15-44,195,2010-07-23,29
Males,15-44,191,2010-07-30,30
Males,15-44,224,2010-08-06,31
Males,15-44,213,2010-08-13,32
Males,15-44,169,2010-08-20,33
Males,15-44,193,2010-08-27,34
Males,15-44,159,2010-09-03,35
Males,15-44,210,2010-09-10,36
Males,15-44,215,2010-09-17,37
Males,15-44,227,2010-09-24,38
Males,15-44,185,2010-10-01,39
Males,15-44,204,2010-10-08,40
Males,15-44,202,2010-10-15,41
Males,15-44,200,2010-10-22,42
Males,15-44,207,2010-10-29,43
Males,15-44,204,2010-11-05,44
Males,15-44,203,2010-11-12,45
Males,15-44,208,2010-11-19,46
Males,15-44,203,2010-11-26,47
Males,15-44,187,2010-12-03,48
Males,15-44,212,2010-12-10,49
Males,15-44,214,2010-12-17,50
Males,15-44,249,2010-12-24,51
Males,15-44,132,2010-12-31,52
Males,45-64,894,2010-01-08,1
Males,45-64,895,2010-01-15,2
Males,45-64,826,2010-01-22,3
Males,45-64,770,2010-01-29,4
Males,45-64,764,2010-02-05,5
Males,45-64,753,2010-02-12,6
Males,45-64,760,2010-02-19,7
Males,45-64,780,2010-02-26,8
Males,45-64,743,2010-03-05,9
Males,45-64,726,2010-03-12,10
Males,45-64,775,2010-03-19,11
Males,45-64,725,2010-03-26,12
Males,45-64,614,2010-04-02,13
Males,45-64,764,2010-04-09,14
Males,45-64,780,2010-04-16,15
Males,45-64,757,2010-04-23,16
Males,45-64,740,2010-04-30,17
Males,45-64,667,2010-05-07,18
Males,45-64,763,2010-05-14,19
Males,45-64,686,2010-05-21,20
Males,45-64,742,2010-05-28,21
Males,45-64,650,2010-06-04,22
Males,45-64,780,2010-06-11,23
Males,45-64,716,2010-06-18,24
Males,45-64,686,2010-06-25,25
Males,45-64,720,2010-07-02,26
Males,45-64,731,2010-07-09,27
Males,45-64,734,2010-07-16,28
Males,45-64,722,2010-07-23,29
Males,45-64,636,2010-07-30,30
Males,45-64,700,2010-08-06,31
Males,45-64,635,2010-08-13,32
Males,45-64,683,2010-08-20,33
Males,45-64,684,2010-08-27,34
Males,45-64,623,2010-09-03,35
Males,45-64,716,2010-09-10,36
Males,45-64,746,2010-09-17,37
Males,45-64,685,2010-09-24,38
Males,45-64,676,2010-10-01,39
Males,45-64,731,2010-10-08,40
Males,45-64,807,2010-10-15,41
Males,45-64,706,2010-10-22,42
Males,45-64,738,2010-10-29,43
Males,45-64,731,2010-11-05,44
Males,45-64,710,2010-11-12,45
Males,45-64,701,2010-11-19,46
Males,45-64,713,2010-11-26,47
Males,45-64,697,2010-12-03,48
Males,45-64,854,2010-12-10,49
Males,45-64,901,2010-12-17,50
Males,45-64,870,2010-12-24,51
Males,45-64,744,2010-12-31,52
Males,65-74,1214,2010-01-08,1
Males,65-74,1082,2010-01-15,2
Males,65-74,1045,2010-01-22,3
Males,65-74,976,2010-01-29,4
Males,65-74,914,2010-02-05,5
Males,65-74,963,2010-02-12,6
Males,65-74,927,2010-02-19,7
Males,65-74,948,2010-02-26,8
Males,65-74,940,2010-03-05,9
Males,65-74,912,2010-03-12,10
Males,65-74,922,2010-03-19,11
Males,65-74,923,2010-03-26,12
Males,65-74,749,2010-04-02,13
Males,65-74,949,2010-04-09,14
Males,65-74,968,2010-04-16,15
Males,65-74,898,2010-04-23,16
Males,65-74,912,2010-04-30,17
Males,65-74,818,2010-05-07,18
Males,65-74,910,2010-05-14,19
Males,65-74,888,2010-05-21,20
Males,65-74,947,2010-05-28,21
Males,65-74,813,2010-06-04,22
Males,65-74,870,2010-06-11,23
Males,65-74,860,2010-06-18,24
Males,65-74,835,2010-06-25,25
Males,65-74,897,2010-07-02,26
Males,65-74,835,2010-07-09,27
Males,65-74,804,2010-07-16,28
Males,65-74,808,2010-07-23,29
Males,65-74,796,2010-07-30,30
Males,65-74,834,2010-08-06,31
Males,65-74,801,2010-08-13,32
Males,65-74,852,2010-08-20,33
Males,65-74,872,2010-08-27,34
Males,65-74,765,2010-09-03,35
Males,65-74,906,2010-09-10,36
Males,65-74,885,2010-09-17,37
Males,65-74,828,2010-09-24,38
Males,65-74,837,2010-10-01,39
Males,65-74,839,2010-10-08,40
Males,65-74,869,2010-10-15,41
Males,65-74,881,2010-10-22,42
Males,65-74,873,2010-10-29,43
Males,65-74,928,2010-11-05,44
Males,65-74,898,2010-11-12,45
Males,65-74,900,2010-11-19,46
Males,65-74,896,2010-11-26,47
Males,65-74,902,2010-12-03,48
Males,65-74,1051,2010-12-10,49
Males,65-74,984,2010-12-17,50
Males,65-74,1037,2010-12-24,51
Males,65-74,874,2010-12-31,52
Males,75-84,2004,2010-01-08,1
Males,75-84,1925,2010-01-15,2
Males,75-84,1755,2010-01-22,3
Males,75-84,1687,2010-01-29,4
Males,75-84,1635,2010-02-05,5
Males,75-84,1611,2010-02-12,6
Males,75-84,1521,2010-02-19,7
Males,75-84,1551,2010-02-26,8
Males,75-84,1529,2010-03-05,9
Males,75-84,1446,2010-03-12,10
Males,75-84,1468,2010-03-19,11
Males,75-84,1488,2010-03-26,12
Males,75-84,1236,2010-04-02,13
Males,75-84,1538,2010-04-09,14
Males,75-84,1611,2010-04-16,15
Males,75-84,1494,2010-04-23,16
Males,75-84,1523,2010-04-30,17
Males,75-84,1327,2010-05-07,18
Males,75-84,1511,2010-05-14,19
Males,75-84,1375,2010-05-21,20
Males,75-84,1480,2010-05-28,21
Males,75-84,1209,2010-06-04,22
Males,75-84,1424,2010-06-11,23
Males,75-84,1327,2010-06-18,24
Males,75-84,1283,2010-06-25,25
Males,75-84,1296,2010-07-02,26
Males,75-84,1430,2010-07-09,27
Males,75-84,1353,2010-07-16,28
Males,75-84,1338,2010-07-23,29
Males,75-84,1288,2010-07-30,30
Males,75-84,1344,2010-08-06,31
Males,75-84,1258,2010-08-13,32
Males,75-84,1372,2010-08-20,33
Males,75-84,1319,2010-08-27,34
Males,75-84,1177,2010-09-03,35
Males,75-84,1373,2010-09-10,36
Males,75-84,1334,2010-09-17,37
Males,75-84,1303,2010-09-24,38
Males,75-84,1319,2010-10-01,39
Males,75-84,1401,2010-10-08,40
Males,75-84,1412,2010-10-15,41
Males,75-84,1423,2010-10-22,42
Males,75-84,1454,2010-10-29,43
Males,75-84,1459,2010-11-05,44
Males,75-84,1489,2010-11-12,45
Males,75-84,1485,2010-11-19,46
Males,75-84,1483,2010-11-26,47
Males,75-84,1413,2010-12-03,48
Males,75-84,1762,2010-12-10,49
Males,75-84,1642,2010-12-17,50
Males,75-84,1743,2010-12-24,51
Males,75-84,1395,2010-12-31,52
Males,85+,1683,2010-01-08,1
Males,85+,1719,2010-01-15,2
Males,85+,1609,2010-01-22,3
Males,85+,1458,2010-01-29,4
Males,85+,1441,2010-02-05,5
Males,85+,1346,2010-02-12,6
Males,85+,1373,2010-02-19,7
Males,85+,1334,2010-02-26,8
Males,85+,1288,2010-03-05,9
Males,85+,1297,2010-03-12,10
Males,85+,1247,2010-03-19,11
Males,85+,1205,2010-03-26,12
Males,85+,1067,2010-04-02,13
Males,85+,1276,2010-04-09,14
Males,85+,1193,2010-04-16,15
Males,85+,1200,2010-04-23,16
Males,85+,1196,2010-04-30,17
Males,85+,1092,2010-05-07,18
Males,85+,1211,2010-05-14,19
Males,85+,1179,2010-05-21,20
Males,85+,1145,2010-05-28,21
Males,85+,1082,2010-06-04,22
Males,85+,1222,2010-06-11,23
Males,85+,1121,2010-06-18,24
Males,85+,1050,2010-06-25,25
Males,85+,1149,2010-07-02,26
Males,85+,1053,2010-07-09,27
Males,85+,1067,2010-07-16,28
Males,85+,991,2010-07-23,29
Males,85+,1008,2010-07-30,30
Males,85+,1018,2010-08-06,31
Males,85+,1031,2010-08-13,32
Males,85+,1039,2010-08-20,33
Males,85+,1120,2010-08-27,34
Males,85+,1005,2010-09-03,35
Males,85+,1097,2010-09-10,36
Males,85+,1077,2010-09-17,37
Males,85+,1171,2010-09-24,38
Males,85+,1128,2010-10-01,39
Males,85+,1191,2010-10-08,40
Males,85+,1222,2010-10-15,41
Males,85+,1215,2010-10-22,42
Males,85+,1190,2010-10-29,43
Males,85+,1295,2010-11-05,44
Males,85+,1239,2010-11-12,45
Males,85+,1212,2010-11-19,46
Males,85+,1244,2010-11-26,47
Males,85+,1206,2010-12-03,48
Males,85+,1546,2010-12-10,49
Males,85+,1427,2010-12-17,50
Males,85+,1471,2010-12-24,51
Males,85+,1339,2010-12-31,52
Females,Under 1 year,36,2010-01-08,1
Females,Under 1 year,29,2010-01-15,2
Females,Under 1 year,31,2010-01-22,3
Females,Under 1 year,29,2010-01-29,4
Females,Under 1 year,40,2010-02-05,5
Females,Under 1 year,34,2010-02-12,6
Females,Under 1 year,31,2010-02-19,7
Females,Under 1 year,37,2010-02-26,8
Females,Under 1 year,22,2010-03-05,9
Females,Under 1 year,18,2010-03-12,10
Females,Under 1 year,19,2010-03-19,11
Females,Under 1 year,24,2010-03-26,12
Females,Under 1 year,22,2010-04-02,13
Females,Under 1 year,31,2010-04-09,14
Females,Under 1 year,25,2010-04-16,15
Females,Under 1 year,31,2010-04-23,16
Females,Under 1 year,26,2010-04-30,17
Females,Under 1 year,27,2010-05-07,18
Females,Under 1 year,37,2010-05-14,19
Females,Under 1 year,36,2010-05-21,20
Females,Under 1 year,35,2010-05-28,21
Females,Under 1 year,19,2010-06-04,22
Females,Under 1 year,16,2010-06-11,23
Females,Under 1 year,40,2010-06-18,24
Females,Under 1 year,20,2010-06-25,25
Females,Under 1 year,27,2010-07-02,26
Females,Under 1 year,27,2010-07-09,27
Females,Under 1 year,38,2010-07-16,28
Females,Under 1 year,22,2010-07-23,29
Females,Under 1 year,28,2010-07-30,30
Females,Under 1 year,33,2010-08-06,31
Females,Under 1 year,24,2010-08-13,32
Females,Under 1 year,20,2010-08-20,33
Females,Under 1 year,30,2010-08-27,34
Females,Under 1 year,26,2010-09-03,35
Females,Under 1 year,21,2010-09-10,36
Females,Under 1 year,31,2010-09-17,37
Females,Under 1 year,37,2010-09-24,38
Females,Under 1 year,25,2010-10-01,39
Females,Under 1 year,28,2010-10-08,40
Females,Under 1 year,35,2010-10-15,41
Females,Under 1 year,23,2010-10-22,42
Females,Under 1 year,28,2010-10-29,43
Females,Under 1 year,28,2010-11-05,44
Females,Under 1 year,30,2010-11-12,45
Females,Under 1 year,23,2010-11-19,46
Females,Under 1 year,25,2010-11-26,47
Females,Under 1 year,29,2010-12-03,48
Females,Under 1 year,21,2010-12-10,49
Females,Under 1 year,27,2010-12-17,50
Females,Under 1 year,25,2010-12-24,51
Females,Under 1 year,16,2010-12-31,52
Females,01-14,15,2010-01-08,1
Females,01-14,12,2010-01-15,2
Females,01-14,9,2010-01-22,3
Females,01-14,12,2010-01-29,4
Females,01-14,7,2010-02-05,5
Females,01-14,14,2010-02-12,6
Females,01-14,14,2010-02-19,7
Females,01-14,13,2010-02-26,8
Females,01-14,15,2010-03-05,9
Females,01-14,8,2010-03-12,10
Females,01-14,10,2010-03-19,11
Females,01-14,15,2010-03-26,12
Females,01-14,8,2010-04-02,13
Females,01-14,10,2010-04-09,14
Females,01-14,13,2010-04-16,15
Females,01-14,15,2010-04-23,16
Females,01-14,7,2010-04-30,17
Females,01-14,5,2010-05-07,18
Females,01-14,15,2010-05-14,19
Females,01-14,10,2010-05-21,20
Females,01-14,8,2010-05-28,21
Females,01-14,6,2010-06-04,22
Females,01-14,9,2010-06-11,23
Females,01-14,8,2010-06-18,24
Females,01-14,9,2010-06-25,25
Females,01-14,13,2010-07-02,26
Females,01-14,6,2010-07-09,27
Females,01-14,11,2010-07-16,28
Females,01-14,11,2010-07-23,29
Females,01-14,8,2010-07-30,30
Females,01-14,7,2010-08-06,31
Females,01-14,14,2010-08-13,32
Females,01-14,12,2010-08-20,33
Females,01-14,2,2010-08-27,34
Females,01-14,6,2010-09-03,35
Females,01-14,11,2010-09-10,36
Females,01-14,8,2010-09-17,37
Females,01-14,5,2010-09-24,38
Females,01-14,13,2010-10-01,39
Females,01-14,7,2010-10-08,40
Females,01-14,10,2010-10-15,41
Females,01-14,7,2010-10-22,42
Females,01-14,13,2010-10-29,43
Females,01-14,6,2010-11-05,44
Females,01-14,4,2010-11-12,45
Females,01-14,4,2010-11-19,46
Females,01-14,11,2010-11-26,47
Females,01-14,5,2010-12-03,48
Females,01-14,14,2010-12-10,49
Females,01-14,11,2010-12-17,50
Females,01-14,20,2010-12-24,51
Females,01-14,8,2010-12-31,52
Females,15-44,115,2010-01-08,1
Females,15-44,117,2010-01-15,2
Females,15-44,128,2010-01-22,3
Females,15-44,114,2010-01-29,4
Females,15-44,114,2010-02-05,5
Females,15-44,108,2010-02-12,6
Females,15-44,113,2010-02-19,7
Females,15-44,118,2010-02-26,8
Females,15-44,113,2010-03-05,9
Females,15-44,120,2010-03-12,10
Females,15-44,105,2010-03-19,11
Females,15-44,118,2010-03-26,12
Females,15-44,86,2010-04-02,13
Females,15-44,112,2010-04-09,14
Females,15-44,125,2010-04-16,15
Females,15-44,104,2010-04-23,16
Females,15-44,105,2010-04-30,17
Females,15-44,92,2010-05-07,18
Females,15-44,118,2010-05-14,19
Females,15-44,124,2010-05-21,20
Females,15-44,131,2010-05-28,21
Females,15-44,89,2010-06-04,22
Females,15-44,106,2010-06-11,23
Females,15-44,102,2010-06-18,24
Females,15-44,100,2010-06-25,25
Females,15-44,100,2010-07-02,26
Females,15-44,106,2010-07-09,27
Females,15-44,94,2010-07-16,28
Females,15-44,107,2010-07-23,29
Females,15-44,98,2010-07-30,30
Females,15-44,131,2010-08-06,31
Females,15-44,114,2010-08-13,32
Females,15-44,111,2010-08-20,33
Females,15-44,85,2010-08-27,34
Females,15-44,90,2010-09-03,35
Females,15-44,112,2010-09-10,36
Females,15-44,105,2010-09-17,37
Females,15-44,90,2010-09-24,38
Females,15-44,97,2010-10-01,39
Females,15-44,111,2010-10-08,40
Females,15-44,105,2010-10-15,41
Females,15-44,118,2010-10-22,42
Females,15-44,116,2010-10-29,43
Females,15-44,114,2010-11-05,44
Females,15-44,104,2010-11-12,45
Females,15-44,111,2010-11-19,46
Females,15-44,104,2010-11-26,47
Females,15-44,93,2010-12-03,48
Females,15-44,126,2010-12-10,49
Females,15-44,135,2010-12-17,50
Females,15-44,156,2010-12-24,51
Females,15-44,86,2010-12-31,52
Females,45-64,676,2010-01-08,1
Females,45-64,570,2010-01-15,2
Females,45-64,566,2010-01-22,3
Females,45-64,530,2010-01-29,4
Females,45-64,544,2010-02-05,5
Females,45-64,486,2010-02-12,6
Females,45-64,516,2010-02-19,7
Females,45-64,535,2010-02-26,8
Females,45-64,487,2010-03-05,9
Females,45-64,533,2010-03-12,10
Females,45-64,532,2010-03-19,11
Females,45-64,502,2010-03-26,12
Females,45-64,421,2010-04-02,13
Females,45-64,478,2010-04-09,14
Females,45-64,496,2010-04-16,15
Females,45-64,486,2010-04-23,16
Females,45-64,480,2010-04-30,17
Females,45-64,452,2010-05-07,18
Females,45-64,499,2010-05-14,19
Females,45-64,479,2010-05-21,20
Females,45-64,463,2010-05-28,21
Females,45-64,430,2010-06-04,22
Females,45-64,512,2010-06-11,23
Females,45-64,466,2010-06-18,24
Females,45-64,459,2010-06-25,25
Females,45-64,441,2010-07-02,26
Females,45-64,472,2010-07-09,27
Females,45-64,440,2010-07-16,28
Females,45-64,478,2010-07-23,29
Females,45-64,439,2010-07-30,30
Females,45-64,511,2010-08-06,31
Females,45-64,451,2010-08-13,32
Females,45-64,461,2010-08-20,33
Females,45-64,476,2010-08-27,34
Females,45-64,422,2010-09-03,35
Females,45-64,460,2010-09-10,36
Females,45-64,460,2010-09-17,37
Females,45-64,446,2010-09-24,38
Females,45-64,484,2010-10-01,39
Females,45-64,483,2010-10-08,40
Females,45-64,508,2010-10-15,41
Females,45-64,499,2010-10-22,42
Females,45-64,460,2010-10-29,43
Females,45-64,484,2010-11-05,44
Females,45-64,511,2010-11-12,45
Females,45-64,484,2010-11-19,46
Females,45-64,485,2010-11-26,47
Females,45-64,502,2010-12-03,48
Females,45-64,542,2010-12-10,49
Females,45-64,565,2010-12-17,50
Females,45-64,593,2010-12-24,51
Females,45-64,510,2010-12-31,52
Females,65-74,835,2010-01-08,1
Females,65-74,778,2010-01-15,2
Females,65-74,736,2010-01-22,3
Females,65-74,690,2010-01-29,4
Females,65-74,674,2010-02-05,5
Females,65-74,633,2010-02-12,6
Females,65-74,633,2010-02-19,7
Females,65-74,652,2010-02-26,8
Females,65-74,607,2010-03-05,9
Females,65-74,640,2010-03-12,10
Females,65-74,650,2010-03-19,11
Females,65-74,643,2010-03-26,12
Females,65-74,507,2010-04-02,13
Females,65-74,654,2010-04-09,14
Females,65-74,678,2010-04-16,15
Females,65-74,627,2010-04-23,16
Females,65-74,652,2010-04-30,17
Females,65-74,561,2010-05-07,18
Females,65-74,587,2010-05-14,19
Females,65-74,637,2010-05-21,20
Females,65-74,669,2010-05-28,21
Females,65-74,558,2010-06-04,22
Females,65-74,657,2010-06-11,23
Females,65-74,637,2010-06-18,24
Females,65-74,602,2010-06-25,25
Females,65-74,600,2010-07-02,26
Females,65-74,541,2010-07-09,27
Females,65-74,600,2010-07-16,28
Females,65-74,551,2010-07-23,29
Females,65-74,581,2010-07-30,30
Females,65-74,600,2010-08-06,31
Females,65-74,585,2010-08-13,32
Females,65-74,573,2010-08-20,33
Females,65-74,590,2010-08-27,34
Females,65-74,527,2010-09-03,35
Females,65-74,633,2010-09-10,36
Females,65-74,591,2010-09-17,37
Females,65-74,627,2010-09-24,38
Females,65-74,603,2010-10-01,39
Females,65-74,616,2010-10-08,40
Females,65-74,598,2010-10-15,41
Females,65-74,614,2010-10-22,42
Females,65-74,589,2010-10-29,43
Females,65-74,653,2010-11-05,44
Females,65-74,609,2010-11-12,45
Females,65-74,640,2010-11-19,46
Females,65-74,606,2010-11-26,47
Females,65-74,614,2010-12-03,48
Females,65-74,685,2010-12-10,49
Females,65-74,658,2010-12-17,50
Females,65-74,759,2010-12-24,51
Females,65-74,640,2010-12-31,52
Females,75-84,1948,2010-01-08,1
Females,75-84,1958,2010-01-15,2
Females,75-84,1746,2010-01-22,3
Females,75-84,1672,2010-01-29,4
Females,75-84,1488,2010-02-05,5
Females,75-84,1391,2010-02-12,6
Females,75-84,1494,2010-02-19,7
Females,75-84,1555,2010-02-26,8
Females,75-84,1474,2010-03-05,9
Females,75-84,1471,2010-03-12,10
Females,75-84,1427,2010-03-19,11
Females,75-84,1382,2010-03-26,12
Females,75-84,1149,2010-04-02,13
Females,75-84,1420,2010-04-09,14
Females,75-84,1447,2010-04-16,15
Females,75-84,1327,2010-04-23,16
Females,75-84,1334,2010-04-30,17
Females,75-84,1247,2010-05-07,18
Females,75-84,1462,2010-05-14,19
Females,75-84,1314,2010-05-21,20
Females,75-84,1381,2010-05-28,21
Females,75-84,1207,2010-06-04,22
Females,75-84,1303,2010-06-11,23
Females,75-84,1203,2010-06-18,24
Females,75-84,1219,2010-06-25,25
Females,75-84,1348,2010-07-02,26
Females,75-84,1258,2010-07-09,27
Females,75-84,1229,2010-07-16,28
Females,75-84,1195,2010-07-23,29
Females,75-84,1176,2010-07-30,30
Females,75-84,1213,2010-08-06,31
Females,75-84,1220,2010-08-13,32
Females,75-84,1232,2010-08-20,33
Females,75-84,1212,2010-08-27,34
Females,75-84,1139,2010-09-03,35
Females,75-84,1311,2010-09-10,36
Females,75-84,1200,2010-09-17,37
Females,75-84,1348,2010-09-24,38
Females,75-84,1245,2010-10-01,39
Females,75-84,1384,2010-10-08,40
Females,75-84,1291,2010-10-15,41
Females,75-84,1343,2010-10-22,42
Females,75-84,1407,2010-10-29,43
Females,75-84,1392,2010-11-05,44
Females,75-84,1340,2010-11-12,45
Females,75-84,1371,2010-11-19,46
Females,75-84,1449,2010-11-26,47
Females,75-84,1351,2010-12-03,48
Females,75-84,1574,2010-12-10,49
Females,75-84,1551,2010-12-17,50
Females,75-84,1722,2010-12-24,51
Females,75-84,1466,2010-12-31,52
Females,85+,3329,2010-01-08,1
Females,85+,3183,2010-01-15,2
Females,85+,3045,2010-01-22,3
Females,85+,2847,2010-01-29,4
Females,85+,2648,2010-02-05,5
Females,85+,2518,2010-02-12,6
Females,85+,2461,2010-02-19,7
Females,85+,2499,2010-02-26,8
Females,85+,2477,2010-03-05,9
Females,85+,2356,2010-03-12,10
Females,85+,2334,2010-03-19,11
Females,85+,2349,2010-03-26,12
Females,85+,1904,2010-04-02,13
Females,85+,2277,2010-04-09,14
Females,85+,2303,2010-04-16,15
Females,85+,2229,2010-04-23,16
Females,85+,2262,2010-04-30,17
Females,85+,1863,2010-05-07,18
Females,85+,2110,2010-05-14,19
Females,85+,2182,2010-05-21,20
Females,85+,2165,2010-05-28,21
Females,85+,1914,2010-06-04,22
Females,85+,2128,2010-06-11,23
Females,85+,1802,2010-06-18,24
Females,85+,1944,2010-06-25,25
Females,85+,2157,2010-07-02,26
Females,85+,1911,2010-07-09,27
Females,85+,1921,2010-07-16,28
Females,85+,1800,2010-07-23,29
Females,85+,1957,2010-07-30,30
Females,85+,1810,2010-08-06,31
Females,85+,1927,2010-08-13,32
Females,85+,2024,2010-08-20,33
Females,85+,2003,2010-08-27,34
Females,85+,1736,2010-09-03,35
Females,85+,2067,2010-09-10,36
Females,85+,2016,2010-09-17,37
Females,85+,2128,2010-09-24,38
Females,85+,2090,2010-10-01,39
Females,85+,2143,2010-10-08,40
Females,85+,2106,2010-10-15,41
Females,85+,2218,2010-10-22,42
Females,85+,2160,2010-10-29,43
Females,85+,2321,2010-11-05,44
Females,85+,2229,2010-11-12,45
Females,85+,2259,2010-11-19,46
Females,85+,2210,2010-11-26,47
Females,85+,2185,2010-12-03,48
Females,85+,2752,2010-12-10,49
Females,85+,2718,2010-12-17,50
Females,85+,2784,2010-12-24,51
Females,85+,2439,2010-12-31,52
Region,North East,648,2010-01-08,1
Region,North East,612,2010-01-15,2
Region,North East,550,2010-01-22,3
Region,North East,555,2010-01-29,4
Region,North East,556,2010-02-05,5
Region,North East,553,2010-02-12,6
Region,North East,521,2010-02-19,7
Region,North East,471,2010-02-26,8
Region,North East,535,2010-03-05,9
Region,North East,512,2010-03-12,10
Region,North East,529,2010-03-19,11
Region,North East,498,2010-03-26,12
Region,North East,394,2010-04-02,13
Region,North East,517,2010-04-09,14
Region,North East,516,2010-04-16,15
Region,North East,486,2010-04-23,16
